,compound,date,negative,neutral,positive,text,user
378,0.0258,Sun Jan 07 10:34:28 +0000 2018,0.19,0.613,0.196,Care Suffers as More Nursing Homes Feed Money Into Corporate Webs https://t.co/9h1bHYhp7x,@NYTIMES
379,0.0,Sun Jan 07 10:21:02 +0000 2018,0.0,1.0,0.0,Test your knowledge of this week’s health news https://t.co/6lXqQjutca,@NYTIMES
380,-0.1779,Sun Jan 07 10:01:27 +0000 2018,0.18,0.706,0.114,"Some landlords avoid raising the rent when they have a good tenant. ""My unwritten rule is: You don’t bother me, I d… https://t.co/JeYF67LdmL",@NYTIMES
381,-0.4215,Sun Jan 07 09:43:02 +0000 2018,0.237,0.763,0.0,Trump’s Twitter Threats Put American Credibility on the Line https://t.co/QKtSmiRaqu,@NYTIMES
382,0.34,Sun Jan 07 09:37:39 +0000 2018,0.0,0.862,0.138,"The policy change, intended to bolster security, requires a hotel employee to enter every room daily https://t.co/wHAnbUp349",@NYTIMES
383,0.0,Sun Jan 07 09:19:12 +0000 2018,0.0,1.0,0.0,"The breakout star of “Get Out” says he can relate to his character: “Being young, working class and black, everythi… https://t.co/wwVda6dGCA",@NYTIMES
384,0.2263,Sun Jan 07 08:59:41 +0000 2018,0.126,0.711,0.162,The Gorilla Channel Incident is either a sign of the imminent collapse of public discourse or the first great meme… https://t.co/gpMBVpWiO4,@NYTIMES
385,0.6369,Sun Jan 07 08:41:31 +0000 2018,0.0,0.625,0.375,"For modern seafood, Australia does it best https://t.co/CWojRPC9qt",@NYTIMES
386,0.4215,Sun Jan 07 08:24:15 +0000 2018,0.0,0.851,0.149,"“I’m hoping for a crib death,” wrote one user. 
“Deport the scum immediately,” read another online comment.
https://t.co/XwmyAyrXI6",@NYTIMES
387,0.4404,Sun Jan 07 08:06:44 +0000 2018,0.0,0.861,0.139,What if America had a monarchy? Monarchists say the world would be a better place with more kings and queens. https://t.co/H8QfOlVKfx,@NYTIMES
388,0.0258,Sun Jan 07 07:49:00 +0000 2018,0.195,0.602,0.203,3 New Year’s resolutions that can help fight climate change https://t.co/WvmYQZ89Fl,@NYTIMES
389,-0.6369,Sun Jan 07 07:31:27 +0000 2018,0.234,0.766,0.0,"Paraguayan students were once beaten and humiliated for speaking Guaraní. Now, schools are required to teach the la… https://t.co/qRmBHMf3i2",@NYTIMES
390,-0.0516,Sun Jan 07 07:13:54 +0000 2018,0.099,0.811,0.09,Stefan Buck created bank accounts for dozens of Americans hiding money from tax collectors. The U.S. tried to hold… https://t.co/RVbnEdKlqe,@NYTIMES
391,-0.3612,Sun Jan 07 06:56:02 +0000 2018,0.28,0.72,0.0,32 Sailors Missing After Ships Collide Off China’s East Coast https://t.co/wpClorT5qX,@NYTIMES
392,0.0,Sun Jan 07 06:47:05 +0000 2018,0.0,1.0,0.0,The art that Tavi Gevinson collects https://t.co/f5iEgCTHQk https://t.co/TE4cVJ7IM3,@NYTIMES
393,-0.5719,Sun Jan 07 06:28:03 +0000 2018,0.343,0.657,0.0,"32 Missing, Including 30 Iranians, in Sea Collision in China https://t.co/iDVEAq3VrL",@NYTIMES
394,-0.5994,Sun Jan 07 06:16:41 +0000 2018,0.262,0.738,0.0,"Horace Ashenfelter, Olympic Victor of a Cold War Showdown, Dies at 94 https://t.co/jDOYa9xENG",@NYTIMES
395,-0.296,Sun Jan 07 06:15:24 +0000 2018,0.306,0.694,0.0,No. 1: Make your bed https://t.co/ceKzb1Gk7j,@NYTIMES
396,0.2263,Sun Jan 07 05:57:26 +0000 2018,0.0,0.826,0.174,You don’t need fad diets or lots of time https://t.co/SeZVb3AP5I,@NYTIMES
397,-0.2023,Sun Jan 07 05:38:56 +0000 2018,0.153,0.847,0.0,"In Alaska, a Deal Is Made for a Controversial Road Inside a Refuge https://t.co/fgn2G3c0BD",@NYTIMES
398,0.0,Sun Jan 07 05:23:40 +0000 2018,0.0,1.0,0.0,The mass bleaching of coral reefs was virtually unheard-of before the 1980s. Now it occurs so frequently that reefs… https://t.co/SKMgcKC7Ts,@NYTIMES
399,0.802,Sun Jan 07 05:06:52 +0000 2018,0.0,0.725,0.275,"The question for Masha Gessen, who won the nonfiction award in 2017 from the National Book Foundation, is how susta… https://t.co/domS8qlKID",@NYTIMES
400,0.0,Sat Jan 06 20:05:17 +0000 2018,0.0,1.0,0.0,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",@CBS
401,0.8271,Sat Jan 06 19:04:08 +0000 2018,0.0,0.686,0.314,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,@CBS
402,-0.7717,Sat Jan 06 19:03:38 +0000 2018,0.226,0.774,0.0,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,@CBS
403,0.0,Sat Jan 06 00:37:55 +0000 2018,0.0,1.0,0.0,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",@CBS
404,0.0,Sat Jan 06 00:30:53 +0000 2018,0.0,1.0,0.0,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,@CBS
405,0.0,Fri Jan 05 18:30:42 +0000 2018,0.0,1.0,0.0,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",@CBS
406,0.0,Fri Jan 05 16:05:58 +0000 2018,0.0,1.0,0.0,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",@CBS
407,0.1867,Thu Jan 04 23:13:02 +0000 2018,0.0,0.89,0.11,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",@CBS
408,-0.296,Thu Jan 04 14:43:09 +0000 2018,0.121,0.879,0.0,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",@CBS
409,0.5423,Wed Jan 03 20:33:09 +0000 2018,0.0,0.821,0.179,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",@CBS
410,-0.5267,Wed Jan 03 19:51:15 +0000 2018,0.167,0.833,0.0,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,@CBS
411,0.5423,Wed Jan 03 15:00:05 +0000 2018,0.0,0.857,0.143,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,@CBS
412,0.0,Wed Jan 03 12:00:01 +0000 2018,0.0,1.0,0.0,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",@CBS
413,-0.7692,Wed Jan 03 00:47:26 +0000 2018,0.267,0.733,0.0,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",@CBS
414,0.8516,Tue Jan 02 22:41:51 +0000 2018,0.0,0.66,0.34,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,@CBS
415,0.0,Tue Jan 02 08:00:03 +0000 2018,0.0,1.0,0.0,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",@CBS
416,0.0,Mon Jan 01 01:16:12 +0000 2018,0.0,1.0,0.0,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",@CBS
417,0.7798,Sun Dec 31 14:37:05 +0000 2017,0.0,0.736,0.264,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,@CBS
418,0.0,Sat Dec 30 20:25:20 +0000 2017,0.0,1.0,0.0,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",@CBS
419,0.3612,Sat Dec 30 20:24:58 +0000 2017,0.0,0.884,0.116,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,@CBS
420,0.0,Sat Jan 06 20:05:17 +0000 2018,0.0,1.0,0.0,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",@CBS
421,0.8271,Sat Jan 06 19:04:08 +0000 2018,0.0,0.686,0.314,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,@CBS
422,-0.7717,Sat Jan 06 19:03:38 +0000 2018,0.226,0.774,0.0,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,@CBS
423,0.0,Sat Jan 06 00:37:55 +0000 2018,0.0,1.0,0.0,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",@CBS
424,0.0,Sat Jan 06 00:30:53 +0000 2018,0.0,1.0,0.0,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,@CBS
425,0.0,Fri Jan 05 18:30:42 +0000 2018,0.0,1.0,0.0,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",@CBS
426,0.0,Fri Jan 05 16:05:58 +0000 2018,0.0,1.0,0.0,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",@CBS
427,0.1867,Thu Jan 04 23:13:02 +0000 2018,0.0,0.89,0.11,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",@CBS
428,-0.296,Thu Jan 04 14:43:09 +0000 2018,0.121,0.879,0.0,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",@CBS
429,0.5423,Wed Jan 03 20:33:09 +0000 2018,0.0,0.821,0.179,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",@CBS
430,-0.5267,Wed Jan 03 19:51:15 +0000 2018,0.167,0.833,0.0,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,@CBS
431,0.5423,Wed Jan 03 15:00:05 +0000 2018,0.0,0.857,0.143,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,@CBS
432,0.0,Wed Jan 03 12:00:01 +0000 2018,0.0,1.0,0.0,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",@CBS
433,-0.7692,Wed Jan 03 00:47:26 +0000 2018,0.267,0.733,0.0,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",@CBS
434,0.8516,Tue Jan 02 22:41:51 +0000 2018,0.0,0.66,0.34,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,@CBS
435,0.0,Tue Jan 02 08:00:03 +0000 2018,0.0,1.0,0.0,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",@CBS
436,0.0,Mon Jan 01 01:16:12 +0000 2018,0.0,1.0,0.0,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",@CBS
437,0.7798,Sun Dec 31 14:37:05 +0000 2017,0.0,0.736,0.264,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,@CBS
438,0.0,Sat Dec 30 20:25:20 +0000 2017,0.0,1.0,0.0,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",@CBS
439,0.3612,Sat Dec 30 20:24:58 +0000 2017,0.0,0.884,0.116,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,@CBS
440,0.0857,Fri Dec 29 16:06:02 +0000 2017,0.144,0.699,0.157,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,@CBS
441,0.1511,Thu Dec 28 20:31:01 +0000 2017,0.096,0.783,0.121,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",@CBS
442,0.0,Thu Dec 28 19:28:22 +0000 2017,0.0,1.0,0.0,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,@CBS
443,0.875,Wed Dec 27 22:45:05 +0000 2017,0.0,0.643,0.357,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,@CBS
444,0.7717,Wed Dec 27 21:04:10 +0000 2017,0.0,0.705,0.295,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",@CBS
445,0.8452,Wed Dec 27 19:52:02 +0000 2017,0.0,0.663,0.337,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,@CBS
446,0.0,Wed Dec 27 19:40:34 +0000 2017,0.0,1.0,0.0,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",@CBS
447,0.7003,Wed Dec 27 12:00:01 +0000 2017,0.0,0.766,0.234,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",@CBS
448,0.8398,Wed Dec 27 07:27:33 +0000 2017,0.0,0.64,0.36,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,@CBS
449,0.8221,Wed Dec 27 04:00:52 +0000 2017,0.0,0.664,0.336,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,@CBS
450,0.0,Wed Dec 27 03:59:48 +0000 2017,0.0,1.0,0.0,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,@CBS
451,0.8271,Wed Dec 27 03:36:01 +0000 2017,0.0,0.58,0.42,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,@CBS
452,0.0,Wed Dec 27 03:03:49 +0000 2017,0.0,1.0,0.0,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,@CBS
453,0.5255,Wed Dec 27 03:03:26 +0000 2017,0.0,0.78,0.22,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,@CBS
454,0.7096,Wed Dec 27 02:57:56 +0000 2017,0.0,0.753,0.247,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,@CBS
455,0.7345,Wed Dec 27 02:48:52 +0000 2017,0.0,0.64,0.36,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,@CBS
456,0.6124,Wed Dec 27 02:45:34 +0000 2017,0.0,0.826,0.174,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,@CBS
457,0.3699,Wed Dec 27 02:28:07 +0000 2017,0.0,0.702,0.298,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,@CBS
458,0.8748,Wed Dec 27 02:26:46 +0000 2017,0.0,0.474,0.526,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,@CBS
459,0.9601,Wed Dec 27 02:20:11 +0000 2017,0.0,0.434,0.566,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,@CBS
460,0.8908,Wed Dec 27 02:00:29 +0000 2017,0.0,0.654,0.346,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,@CBS
461,0.0,Wed Dec 27 01:08:32 +0000 2017,0.0,1.0,0.0,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",@CBS
462,0.2415,Tue Dec 26 12:00:01 +0000 2017,0.173,0.61,0.218,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",@CBS
463,0.5106,Mon Dec 25 12:00:05 +0000 2017,0.0,0.809,0.191,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",@CBS
464,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.101,0.899,0.0,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",@CBS
465,0.7574,Sun Dec 24 20:40:42 +0000 2017,0.0,0.711,0.289,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",@CBS
466,0.7974,Sun Dec 24 14:17:43 +0000 2017,0.0,0.727,0.273,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,@CBS
467,0.0,Sun Dec 24 12:30:02 +0000 2017,0.0,1.0,0.0,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",@CBS
468,0.0,Sat Dec 23 16:21:17 +0000 2017,0.0,1.0,0.0,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",@CBS
469,0.8236,Sat Dec 23 15:00:02 +0000 2017,0.0,0.714,0.286,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",@CBS
470,0.7712,Sat Dec 23 12:37:04 +0000 2017,0.0,0.645,0.355,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,@CBS
471,0.743,Sat Dec 23 07:24:44 +0000 2017,0.107,0.583,0.311,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,@CBS
472,0.8687,Sat Dec 23 06:39:45 +0000 2017,0.0,0.635,0.365,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,@CBS
473,-0.1531,Sat Dec 23 01:38:37 +0000 2017,0.127,0.769,0.104,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",@CBS
474,0.9422,Sat Dec 23 00:39:52 +0000 2017,0.0,0.531,0.469,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,@CBS
475,0.6588,Fri Dec 22 19:35:35 +0000 2017,0.0,0.759,0.241,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",@CBS
476,0.6597,Fri Dec 22 18:03:20 +0000 2017,0.0,0.722,0.278,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",@CBS
477,0.5255,Fri Dec 22 14:04:52 +0000 2017,0.0,0.841,0.159,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,@CBS
478,0.8718,Thu Dec 21 12:04:04 +0000 2017,0.0,0.632,0.368,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",@CBS
479,0.6597,Thu Dec 21 01:04:27 +0000 2017,0.0,0.787,0.213,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",@CBS
480,0.3818,Wed Dec 20 23:00:04 +0000 2017,0.0,0.843,0.157,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,@CBS
481,0.743,Wed Dec 20 21:08:10 +0000 2017,0.0,0.751,0.249,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",@CBS
482,0.7222,Wed Dec 20 20:10:15 +0000 2017,0.0,0.719,0.281,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,@CBS
483,0.0,Wed Dec 20 19:31:47 +0000 2017,0.0,1.0,0.0,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,@CBS
484,0.5423,Wed Dec 20 15:30:01 +0000 2017,0.0,0.857,0.143,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,@CBS
485,0.1139,Wed Dec 20 01:01:19 +0000 2017,0.0,0.941,0.059,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,@CBS
486,0.7644,Wed Dec 20 00:14:34 +0000 2017,0.0,0.708,0.292,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",@CBS
487,0.0,Tue Dec 19 21:12:50 +0000 2017,0.0,1.0,0.0,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,@CBS
488,0.3818,Tue Dec 19 21:00:03 +0000 2017,0.0,0.852,0.148,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",@CBS
489,0.5719,Tue Dec 19 15:30:04 +0000 2017,0.0,0.791,0.209,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",@CBS
490,0.0,Tue Dec 19 14:42:58 +0000 2017,0.0,1.0,0.0,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",@CBS
491,0.6808,Tue Dec 19 00:39:07 +0000 2017,0.0,0.714,0.286,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",@CBS
492,0.875,Mon Dec 18 22:53:34 +0000 2017,0.0,0.643,0.357,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,@CBS
493,0.8957,Mon Dec 18 21:32:25 +0000 2017,0.0,0.505,0.495,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",@CBS
494,0.7569,Mon Dec 18 18:40:55 +0000 2017,0.0,0.712,0.288,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X",@CBS
495,0.0,Mon Dec 18 00:42:56 +0000 2017,0.0,1.0,0.0,"Approximate start times for #CBS tonight (East &amp; Midwest):
#60Minutes 7:38p/6:38c
#WisdomoftheCrowd 8:38p/7:38c… https://t.co/tFKrUBcv8B",@CBS
496,0.5093,Mon Dec 18 00:00:40 +0000 2017,0.0,0.859,0.141,"RT @kencen: Look back on favorite #KCHonors tributes before the Dec. 26 @CBS broadcast! From 2002: @aliciakeys sings ""Bridge Over Troubled…",@CBS
497,0.8527,Sun Dec 17 17:48:58 +0000 2017,0.044,0.576,0.38,"This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on… https://t.co/oyC9YDno00",@CBS
498,0.7798,Sun Dec 17 15:39:38 +0000 2017,0.0,0.725,0.275,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 week FREE (not available on mobile phones… https://t.co/cNMa11dmza,@CBS
499,0.25,Sat Dec 16 18:29:05 +0000 2017,0.0,0.875,0.125,RT @HawaiiFive0CBS: Was it all a dream? Catch up on the #H50 Fall Finale: https://t.co/PDeOIaDGqu https://t.co/msEijhSSJH,@CBS
